Date,Hotel_ID,ADR,Occupancy Rate,RevPAR,Available Rooms,Booked Rooms,Cancelations,No Shows,Deposits,Customer Type,Stay Length,Total Charges,Market Segment,Booking Channel,Special Requests,Meal Plan,Check-in Day of Week,Advance Booking Days,Revenue from Extras
2023-09-04,329,107.15,0.91,97.51,72,66,2,4,1208.65,Business,14,1500.1,Online,Phone,4,Half-board,Sat,44,47.93
2023-09-05,319,183.87,0.68,125.03,88,60,7,3,817.5,Leisure,8,1470.96,Direct,Agent,0,None,Fri,10,142.56
2023-09-06,346,152.59,0.99,151.06,125,124,3,0,655.66,Business,11,1678.49,Online,Website,2,None,Tue,38,4.61
2023-09-07,200,106.04,0.94,99.68,102,96,1,1,3992.02,Business,6,636.24,Online,Phone,2,Half-board,Tue,21,195.18
2023-09-08,321,138.44,0.93,128.75,148,138,3,1,4329.32,Group,9,1245.96,Agent,Website,4,Half-board,Mon,57,100.1
2023-09-09,278,68.06,0.68,46.28,163,111,8,1,2372.8,Group,14,952.84,Online,Phone,4,None,Sat,55,85.74
2023-09-10,274,113.33,0.88,99.73,56,49,3,0,4859.78,Leisure,2,226.66,Direct,Phone,4,Half-board,Sun,0,159.0
2023-09-11,193,257.48,0.99,254.91,83,82,6,3,4386.19,Business,13,3347.24,Online,Agent,0,Half-board,Fri,6,82.03
2023-09-12,214,145.49,0.76,110.57,79,60,4,2,4371.73,Business,10,1454.9,Direct,Phone,3,Breakfast,Fri,47,137.43
2023-09-13,261,186.58,0.74,138.07,135,100,7,3,2152.33,Business,14,2612.12,Agent,Agent,4,None,Wed,52,4.81
2023-09-14,368,146.73,0.51,74.83,64,33,5,0,4794.56,Group,4,586.92,Direct,Phone,3,None,Sun,58,183.53
2023-09-15,324,167.41,0.85,142.3,102,87,7,4,3870.18,Group,3,502.23,Online,Website,4,None,Wed,48,109.63
2023-09-16,333,183.16,0.93,170.34,136,126,2,4,2091.62,Group,6,1098.96,Online,Website,4,None,Mon,51,145.73
2023-09-17,436,94.77,0.62,58.76,141,87,2,2,4499.75,Group,8,758.16,Direct,Phone,1,Half-board,Wed,28,188.35
2023-09-18,166,148.45,0.66,97.98,163,108,1,4,518.51,Business,11,1632.95,Direct,Agent,1,Half-board,Tue,16,84.06
2023-09-19,225,228.94,0.75,171.7,144,108,3,0,3072.16,Leisure,12,2747.28,Online,Phone,4,None,Sun,51,20.86
2023-09-20,238,110.22,0.54,59.52,153,83,9,2,2840.78,Leisure,14,1543.08,Online,Phone,1,None,Fri,7,6.75
2023-09-21,212,121.68,0.54,65.71,137,74,2,0,868.05,Business,6,730.08,Online,Agent,1,Half-board,Sat,46,94.64
2023-09-22,318,134.62,0.71,95.58,74,53,5,1,4380.6,Business,12,1615.44,Online,Phone,2,Breakfast,Fri,5,115.06
2023-09-23,255,163.45,0.63,102.97,191,120,7,4,1767.7,Business,3,490.35,Direct,Website,1,Half-board,Mon,1,70.37
2023-09-24,284,176.25,0.7,123.37,82,57,0,1,2193.58,Group,7,1233.75,Online,Agent,3,Half-board,Sat,0,97.6
2023-09-25,220,213.37,0.73,155.76,168,123,6,3,2638.19,Group,12,2560.44,Direct,Website,4,Half-board,Sun,35,25.35
2023-09-26,421,174.97,0.99,173.22,75,74,6,1,4176.21,Leisure,2,349.94,Agent,Phone,4,Half-board,Sat,5,32.38
2023-09-27,297,146.9,0.97,142.49,123,119,1,4,3177.22,Business,11,1615.9,Online,Agent,3,None,Mon,11,180.71
2023-09-28,444,212.96,0.57,121.39,151,86,0,3,3037.81,Group,14,2981.44,Direct,Phone,0,Breakfast,Wed,7,35.41
2023-09-29,390,185.21,0.94,174.1,158,149,9,4,2130.7,Leisure,11,2037.31,Online,Phone,4,Half-board,Mon,48,107.45
2023-09-30,103,75.22,0.54,40.62,195,105,6,4,1758.58,Leisure,5,376.1,Online,Agent,0,Half-board,Mon,2,65.63
2023-10-01,288,276.32,0.75,207.24,85,64,5,4,2651.54,Group,10,2763.2,Online,Website,1,Half-board,Tue,51,189.83
2023-10-02,338,238.5,0.58,138.33,171,99,7,0,1650.8,Leisure,8,1908.0,Online,Website,1,Half-board,Wed,17,19.51
2023-10-03,265,141.59,0.68,96.28,85,58,6,4,2027.8,Business,14,1982.26,Direct,Website,4,Half-board,Thu,33,46.04
2023-10-04,271,168.9,0.87,146.94,134,117,6,3,2481.69,Group,10,1689.0,Agent,Website,0,Breakfast,Sun,47,59.85
2023-10-05,311,216.22,0.71,153.52,70,50,7,3,4295.75,Leisure,9,1945.98,Direct,Phone,2,None,Tue,11,72.25
2023-10-06,444,141.39,0.9,127.25,56,50,1,2,4687.3,Group,8,1131.12,Direct,Phone,4,Half-board,Thu,55,19.29
2023-10-07,170,186.52,0.86,160.41,186,160,7,4,4233.84,Leisure,13,2424.76,Online,Agent,4,None,Sat,44,30.93
2023-10-08,248,205.23,0.97,199.07,50,48,7,0,2865.65,Business,4,820.92,Online,Website,1,Half-board,Wed,51,173.12
2023-10-09,490,99.26,0.77,76.43,111,85,3,4,3702.01,Business,11,1091.86,Agent,Phone,3,None,Wed,15,96.16
2023-10-10,384,119.88,0.9,107.89,139,125,9,3,2008.44,Leisure,8,959.04,Agent,Phone,3,None,Fri,33,31.99
2023-10-11,215,196.07,0.66,129.41,152,100,8,1,2566.39,Leisure,8,1568.56,Direct,Agent,0,None,Fri,28,183.44
2023-10-12,490,173.04,0.67,115.94,121,81,7,4,4732.2,Business,5,865.2,Agent,Website,2,Half-board,Sat,52,144.72
2023-10-13,422,196.19,0.7,137.33,172,120,9,0,2097.26,Leisure,9,1765.71,Agent,Phone,1,Half-board,Mon,43,50.8
2023-10-14,192,143.37,0.71,101.79,56,40,7,3,1278.44,Group,9,1290.33,Direct,Phone,2,Half-board,Thu,22,175.31
2023-10-15,202,135.55,0.55,74.55,153,84,1,4,2624.42,Group,2,271.1,Direct,Website,2,Half-board,Mon,53,147.59
2023-10-16,457,50.07,0.76,38.05,69,52,6,2,3436.66,Group,3,150.21,Direct,Agent,3,None,Wed,14,198.94
2023-10-17,479,92.7,0.55,50.99,97,53,8,1,1069.31,Leisure,1,92.7,Agent,Phone,0,Half-board,Wed,4,15.77
2023-10-18,297,152.35,0.94,143.21,117,110,0,3,1049.46,Business,12,1828.2,Online,Phone,3,Breakfast,Mon,31,123.9
2023-10-19,209,191.23,0.53,101.35,185,98,4,2,1866.63,Group,10,1912.3,Online,Agent,2,Breakfast,Thu,38,52.06
2023-10-20,429,176.56,0.72,127.12,106,76,3,3,4584.42,Leisure,13,2295.28,Agent,Website,1,None,Wed,45,30.51
2023-10-21,200,143.59,0.64,91.9,143,92,8,1,3535.72,Business,14,2010.26,Direct,Agent,0,Half-board,Fri,33,57.99
2023-10-22,282,136.41,0.58,79.12,122,71,6,2,1498.7,Group,11,1500.51,Online,Agent,4,Half-board,Sat,7,145.36
2023-10-23,433,160.86,0.89,143.17,196,174,9,2,3215.69,Leisure,2,321.72,Agent,Website,2,None,Fri,36,125.74
2023-10-24,259,153.91,0.86,132.36,96,83,9,1,3471.08,Group,13,2000.83,Agent,Phone,2,Breakfast,Sat,4,62.74
2023-10-25,181,220.23,0.57,125.53,89,51,9,1,2853.75,Group,14,3083.22,Direct,Website,2,None,Fri,52,20.93
2023-10-26,135,157.32,0.82,129.0,106,87,6,1,3917.22,Business,7,1101.24,Online,Phone,0,Half-board,Tue,38,24.76
2023-10-27,337,75.94,0.9,68.35,110,99,4,3,611.33,Leisure,9,683.46,Online,Website,2,None,Fri,57,122.04
2023-10-28,343,86.37,0.89,76.87,148,132,4,3,1360.03,Group,7,604.59,Agent,Website,2,Breakfast,Mon,42,95.02
2023-10-29,350,225.94,0.55,124.27,191,105,7,0,4848.67,Business,9,2033.46,Direct,Website,2,Breakfast,Wed,29,74.18
2023-10-30,492,91.44,0.84,76.81,78,66,0,2,2739.83,Business,6,548.64,Agent,Agent,2,Breakfast,Wed,52,19.35
2023-10-31,354,188.22,0.86,161.87,109,94,2,2,844.32,Group,2,376.44,Agent,Phone,4,Half-board,Mon,59,98.67
2023-11-01,381,136.58,0.93,127.02,63,59,7,4,1886.81,Group,9,1229.22,Agent,Agent,0,Half-board,Tue,9,52.94
2023-11-02,121,141.51,0.75,106.13,172,129,4,2,507.98,Leisure,2,283.02,Direct,Website,3,None,Wed,31,174.72
2023-11-03,329,143.29,0.73,104.6,127,93,3,0,3107.36,Group,8,1146.32,Agent,Agent,1,Breakfast,Wed,52,138.8
2023-11-04,253,211.07,0.98,206.85,175,172,0,0,4997.65,Business,12,2532.84,Direct,Website,0,None,Wed,53,83.49
2023-11-05,219,140.36,0.9,126.32,124,112,3,1,3155.45,Business,9,1263.24,Agent,Website,3,Breakfast,Sat,41,183.9
2023-11-06,265,148.33,0.78,115.7,137,107,0,2,3245.33,Leisure,3,444.99,Direct,Agent,3,Half-board,Wed,6,111.81
2023-11-07,483,73.46,0.67,49.22,141,94,5,0,1974.77,Group,9,661.14,Online,Phone,3,Breakfast,Sun,40,165.83
2023-11-08,485,160.33,0.92,147.5,105,97,9,1,1566.65,Group,8,1282.64,Agent,Website,3,None,Tue,39,118.67
2023-11-09,489,176.55,0.73,128.88,135,99,1,0,2786.7,Group,3,529.65,Agent,Website,1,None,Mon,22,188.65
2023-11-10,298,161.96,0.55,89.08,141,78,2,2,4549.04,Business,6,971.76,Agent,Website,3,Breakfast,Tue,50,17.77
2023-11-11,496,219.89,0.73,160.52,73,53,1,2,543.88,Group,8,1759.12,Agent,Website,4,Half-board,Mon,16,155.6
2023-11-12,446,152.76,0.94,143.59,191,180,3,1,3063.43,Business,10,1527.6,Agent,Agent,1,Breakfast,Mon,28,8.29
2023-11-13,174,164.95,0.72,118.76,70,50,4,2,2428.3,Group,8,1319.6,Agent,Website,2,Half-board,Tue,15,21.46
2023-11-14,178,232.43,0.51,118.54,85,43,2,1,3295.31,Group,3,697.29,Agent,Phone,2,Half-board,Mon,38,161.63
2023-11-15,418,72.5,0.81,58.72,87,70,9,2,4279.81,Business,9,652.5,Online,Agent,1,Half-board,Sun,9,145.23
2023-11-16,172,127.21,1.0,127.21,68,68,3,4,2520.7,Business,7,890.47,Direct,Agent,3,Breakfast,Sun,28,118.96
2023-11-17,299,221.31,0.91,201.39,178,162,9,1,1479.57,Group,7,1549.17,Direct,Website,1,None,Thu,52,183.29
2023-11-18,401,196.81,0.81,159.42,81,66,1,4,2194.73,Group,5,984.05,Online,Phone,0,Breakfast,Sun,13,79.08
2023-11-19,233,183.92,0.96,176.56,80,77,1,2,1177.48,Leisure,2,367.84,Direct,Phone,3,None,Sat,7,1.09
2023-11-20,147,191.63,0.91,174.38,180,164,6,3,882.05,Leisure,3,574.89,Direct,Agent,4,None,Mon,55,14.33
2023-11-21,287,166.35,0.75,124.76,199,149,4,2,2191.44,Group,9,1497.15,Online,Agent,1,Half-board,Mon,54,144.8
2023-11-22,270,231.58,0.8,185.26,68,54,8,3,3315.64,Leisure,1,231.58,Direct,Agent,4,None,Sat,43,51.87
2023-11-23,238,168.89,0.87,146.93,130,113,3,2,1682.76,Group,4,675.56,Direct,Agent,0,Breakfast,Wed,58,117.03
2023-11-24,342,161.99,0.92,149.03,149,137,1,1,4620.58,Business,7,1133.93,Direct,Agent,4,Breakfast,Sat,23,87.92
2023-11-25,413,157.95,0.53,83.71,62,33,0,0,3600.28,Group,12,1895.4,Agent,Phone,0,Half-board,Sun,43,46.43
2023-11-26,445,159.64,0.89,142.08,122,109,1,1,3588.41,Leisure,13,2075.32,Direct,Website,1,None,Wed,54,148.69
2023-11-27,487,92.15,0.72,66.35,174,125,7,3,3612.7,Leisure,6,552.9,Agent,Agent,0,None,Sat,42,6.09
2023-11-28,225,188.53,0.83,156.48,149,124,0,2,507.58,Group,10,1885.3,Direct,Phone,2,None,Thu,49,137.32
2023-11-29,306,143.48,0.88,126.26,187,165,8,2,4158.53,Leisure,4,573.92,Direct,Phone,0,Breakfast,Tue,58,149.83
2023-11-30,438,241.1,0.77,185.65,81,62,4,2,4629.24,Group,7,1687.7,Online,Phone,1,Half-board,Tue,18,16.7
2023-12-01,297,146.22,0.58,84.81,99,57,9,0,587.29,Leisure,5,731.1,Agent,Phone,0,Breakfast,Thu,59,55.9
2023-12-02,286,171.05,0.7,119.74,113,79,7,0,3192.32,Business,11,1881.55,Agent,Agent,4,Half-board,Mon,54,184.79
2023-12-03,488,162.33,0.54,87.66,157,85,9,1,3544.59,Business,2,324.66,Agent,Agent,4,Breakfast,Mon,1,92.7
2023-12-04,117,118.72,0.84,99.72,97,81,1,1,1383.09,Business,8,949.76,Agent,Agent,0,None,Thu,31,116.65
2023-12-05,297,199.61,0.98,195.62,178,174,9,3,4271.95,Business,10,1996.1,Direct,Agent,2,Breakfast,Sun,37,154.77
2023-12-06,450,245.25,0.9,220.72,174,157,8,0,3316.24,Business,6,1471.5,Agent,Agent,4,None,Sat,50,171.06
2023-12-07,252,149.26,0.69,102.99,104,72,8,4,1512.75,Group,14,2089.64,Agent,Phone,4,Half-board,Mon,26,20.6
2023-12-08,231,134.98,0.79,106.63,88,70,1,1,4852.36,Group,6,809.88,Direct,Phone,2,Breakfast,Sat,48,106.54
2023-12-09,425,132.25,0.65,85.96,86,56,4,4,1471.4,Group,12,1587.0,Direct,Agent,3,Half-board,Mon,42,41.29
2023-12-10,264,55.38,0.77,42.64,83,64,1,1,3553.65,Leisure,7,387.66,Direct,Agent,3,Half-board,Fri,36,138.75
2023-12-11,158,141.11,0.65,91.72,149,97,1,4,2632.5,Group,10,1411.1,Direct,Website,3,Half-board,Mon,44,188.85
2023-12-12,277,162.55,0.87,141.42,155,135,5,4,3754.78,Group,8,1300.4,Online,Agent,2,Breakfast,Tue,29,9.37
2023-12-13,252,202.74,0.63,127.73,168,106,0,1,939.92,Leisure,7,1419.18,Online,Website,2,None,Thu,43,129.14
2023-12-14,261,198.0,0.98,194.04,176,172,4,0,4786.45,Business,6,1188.0,Direct,Website,4,None,Sun,34,128.34
2023-12-15,453,129.18,0.83,107.22,76,63,8,1,1420.2,Business,5,645.9,Direct,Agent,2,Half-board,Wed,33,82.94
2023-12-16,341,136.16,0.53,72.16,96,51,7,0,1491.73,Leisure,10,1361.6,Agent,Website,2,None,Sat,45,125.43
2023-12-17,235,206.2,0.51,105.16,68,35,4,2,2993.13,Group,1,206.2,Direct,Phone,1,None,Fri,16,77.97
2023-12-18,335,141.33,1.0,141.33,138,138,9,2,2073.8,Leisure,5,706.65,Direct,Phone,4,None,Fri,37,197.4
2023-12-19,146,124.5,0.61,75.94,91,56,5,2,2489.58,Leisure,6,747.0,Online,Website,0,Breakfast,Sat,29,95.97
2023-12-20,227,219.63,0.66,144.96,69,46,0,2,666.94,Leisure,13,2855.19,Online,Website,2,Half-board,Thu,0,164.98
2023-12-21,437,201.88,0.6,121.13,52,31,2,3,1556.98,Business,10,2018.8,Agent,Agent,3,Breakfast,Tue,3,185.94
2023-12-22,257,150.94,0.96,144.9,92,88,2,3,3980.9,Leisure,2,301.88,Agent,Phone,3,Half-board,Thu,51,148.24
2023-12-23,112,120.31,0.83,99.86,99,82,1,1,4559.97,Group,6,721.86,Direct,Phone,2,None,Tue,18,135.02
2023-12-24,218,49.41,0.75,37.06,71,53,9,4,1550.65,Business,4,197.64,Online,Website,2,Half-board,Tue,11,140.77
2023-12-25,402,179.49,0.78,140.0,168,131,1,3,3980.07,Business,6,1076.94,Online,Website,0,Breakfast,Sun,37,25.86
2023-12-26,474,105.18,0.66,69.42,139,92,8,3,630.26,Group,8,841.44,Agent,Agent,0,None,Mon,5,54.44
2023-12-27,388,51.86,0.81,42.01,128,104,3,4,701.26,Business,1,51.86,Agent,Phone,3,Breakfast,Sat,32,91.49
2023-12-28,390,229.24,0.71,162.76,171,121,9,3,2268.54,Group,12,2750.88,Online,Website,3,None,Wed,40,84.78
2023-12-29,215,182.4,0.6,109.44,136,82,3,4,1165.6,Group,10,1824.0,Direct,Phone,0,Half-board,Tue,44,32.55
2023-12-30,187,93.05,0.83,77.23,189,157,6,3,1247.62,Leisure,9,837.45,Online,Agent,3,Half-board,Mon,35,64.56
2023-12-31,224,89.28,0.69,61.6,104,72,9,2,3323.29,Business,11,982.08,Agent,Agent,1,Breakfast,Sat,59,142.98
2024-01-01,274,193.55,0.89,172.26,74,66,8,4,4361.74,Leisure,7,1354.85,Direct,Phone,0,Breakfast,Fri,37,10.8
2024-01-02,463,106.1,0.71,75.33,119,84,4,2,4005.35,Business,7,742.7,Online,Phone,2,None,Thu,5,126.6
2024-01-03,152,214.81,0.75,161.11,56,42,4,1,2014.22,Leisure,12,2577.72,Online,Phone,1,None,Wed,40,73.11
2024-01-04,210,180.82,0.89,160.93,111,99,5,4,4438.47,Group,2,361.64,Online,Phone,2,Half-board,Sun,50,187.09
2024-01-05,164,176.83,0.72,127.32,91,66,8,4,4286.06,Business,13,2298.79,Online,Website,3,Half-board,Tue,24,57.96
2024-01-06,432,170.23,0.98,166.83,157,154,4,0,2858.95,Business,6,1021.38,Agent,Phone,2,Half-board,Wed,10,193.79
2024-01-07,474,159.57,0.9,143.61,190,171,7,3,2641.44,Leisure,5,797.85,Online,Agent,3,Half-board,Sun,42,170.55
2024-01-08,173,194.03,0.91,176.57,190,173,8,4,763.08,Business,10,1940.3,Direct,Agent,4,None,Mon,11,42.16
2024-01-09,246,127.3,0.98,124.75,95,93,2,0,1177.36,Business,8,1018.4,Agent,Website,3,None,Fri,51,179.41
2024-01-10,360,154.3,0.69,106.47,87,60,4,0,884.36,Leisure,11,1697.3,Agent,Phone,3,Half-board,Sat,34,62.14
2024-01-11,363,187.6,0.79,148.2,132,104,1,0,2870.48,Leisure,8,1500.8,Agent,Website,2,None,Fri,52,88.46
2024-01-12,231,178.15,0.85,151.43,103,88,5,2,3544.87,Business,7,1247.05,Agent,Phone,3,Half-board,Thu,25,86.77
2024-01-13,148,90.25,0.84,75.81,90,76,5,0,3284.52,Business,11,992.75,Direct,Agent,4,None,Wed,41,32.64
2024-01-14,176,124.98,0.98,122.48,186,182,1,4,4427.98,Business,1,124.98,Online,Phone,3,Half-board,Sat,37,102.18
2024-01-15,393,162.64,0.64,104.09,50,32,8,1,3464.16,Leisure,5,813.2,Agent,Agent,3,Half-board,Sat,35,10.42
2024-01-16,216,129.6,0.65,84.24,82,53,8,3,4233.68,Group,3,388.8,Online,Website,0,None,Fri,27,193.84
2024-01-17,148,238.73,0.96,229.18,190,182,8,2,1131.91,Leisure,4,954.92,Online,Website,1,Half-board,Tue,5,84.33
2024-01-18,209,130.34,0.9,117.31,70,63,0,0,1272.42,Group,14,1824.76,Direct,Phone,0,Breakfast,Sat,46,166.76
2024-01-19,279,141.89,0.6,85.13,164,98,0,0,4632.86,Leisure,11,1560.79,Online,Website,4,None,Thu,35,61.51
2024-01-20,149,188.47,0.79,148.89,65,51,5,2,2096.17,Group,7,1319.29,Direct,Agent,1,Breakfast,Sat,11,57.43
2024-01-21,171,166.53,0.87,144.88,73,64,3,2,1476.49,Leisure,12,1998.36,Agent,Website,4,Breakfast,Sat,38,120.8
2024-01-22,446,142.74,0.68,97.06,104,71,9,4,4604.31,Group,13,1855.62,Agent,Website,3,Half-board,Wed,18,154.42
2024-01-23,385,112.18,0.72,80.77,158,114,5,4,4865.47,Business,4,448.72,Online,Agent,1,None,Mon,59,65.68
2024-01-24,103,165.08,0.79,130.41,137,108,4,1,3369.96,Business,10,1650.8,Agent,Agent,2,Half-board,Wed,15,147.28
2024-01-25,174,201.95,0.73,147.42,59,43,1,4,2247.52,Business,7,1413.65,Direct,Website,3,Half-board,Fri,54,21.16
2024-01-26,184,173.95,0.88,153.08,159,140,1,4,3597.74,Leisure,6,1043.7,Agent,Phone,1,Half-board,Sun,26,14.71
2024-01-27,421,111.09,0.5,55.54,155,78,2,2,570.01,Business,12,1333.08,Online,Website,4,None,Mon,10,17.94
2024-01-28,475,236.84,0.72,170.52,120,86,9,2,1151.21,Leisure,6,1421.04,Direct,Agent,0,Half-board,Sat,12,56.47
2024-01-29,120,77.67,0.67,52.04,115,77,3,3,2159.21,Leisure,10,776.7,Agent,Website,2,None,Mon,16,104.3
2024-01-30,308,70.87,0.8,56.7,83,66,5,2,4245.01,Group,3,212.61,Agent,Phone,1,Half-board,Sun,35,59.98
2024-01-31,142,198.03,0.89,176.25,151,134,2,2,1869.42,Business,2,396.06,Online,Phone,4,Half-board,Sun,30,60.11
2024-02-01,128,161.29,0.54,87.1,147,79,3,4,760.42,Business,13,2096.77,Agent,Website,2,Breakfast,Thu,45,100.57
2024-02-02,443,122.53,0.58,71.07,181,105,1,4,2204.31,Business,6,735.18,Direct,Website,3,None,Wed,0,8.35
2024-02-03,280,95.07,0.83,78.91,136,113,9,2,1585.64,Business,8,760.56,Online,Phone,3,Breakfast,Sat,10,166.36
2024-02-04,404,266.04,0.87,231.45,151,131,7,2,752.27,Leisure,13,3458.52,Direct,Phone,2,None,Sun,4,113.75
2024-02-05,202,155.85,0.79,123.12,172,136,9,3,2295.16,Group,12,1870.2,Direct,Website,1,None,Fri,0,23.61
2024-02-06,365,176.71,0.99,174.94,53,52,3,0,2081.4,Leisure,5,883.55,Agent,Agent,0,Breakfast,Tue,12,195.52
2024-02-07,358,165.89,0.75,124.42,127,95,4,2,3802.28,Business,1,165.89,Online,Phone,3,None,Tue,50,57.62
2024-02-08,472,171.74,0.57,97.89,129,74,0,1,784.42,Leisure,4,686.96,Direct,Website,3,None,Wed,53,46.51
2024-02-09,464,177.0,0.84,148.68,80,67,1,3,2205.75,Business,8,1416.0,Agent,Phone,4,None,Thu,47,173.49
2024-02-10,333,186.62,0.8,149.3,187,150,8,0,2040.95,Leisure,1,186.62,Online,Phone,0,Breakfast,Tue,11,149.75
2024-02-11,445,131.24,0.8,104.99,61,49,1,4,3410.7,Business,6,787.44,Online,Agent,0,Half-board,Fri,8,98.66
2024-02-12,480,135.42,0.77,104.27,107,82,7,2,4495.64,Group,5,677.1,Direct,Phone,0,None,Sun,11,175.62
2024-02-13,473,62.95,0.97,61.06,123,119,5,1,1143.45,Group,14,881.3,Agent,Phone,0,Half-board,Sun,32,92.66
2024-02-14,200,110.98,0.56,62.15,112,63,2,4,4173.14,Group,3,332.94,Direct,Agent,3,Half-board,Thu,31,5.29
2024-02-15,190,163.56,0.54,88.32,146,79,4,2,3243.76,Leisure,11,1799.16,Direct,Website,3,None,Sat,15,144.36
2024-02-16,168,202.25,0.58,117.3,199,115,9,0,631.59,Group,14,2831.5,Online,Phone,0,None,Thu,39,52.73
2024-02-17,205,179.95,0.62,111.57,171,106,1,2,3951.0,Leisure,6,1079.7,Online,Agent,3,Half-board,Fri,21,64.66
2024-02-18,110,132.97,0.8,106.38,146,117,8,2,2919.6,Leisure,8,1063.76,Agent,Agent,1,Half-board,Thu,46,185.96
2024-02-19,112,86.84,0.81,70.34,142,115,3,1,4099.68,Group,5,434.2,Online,Agent,3,Breakfast,Wed,50,124.38
2024-02-20,204,11.13,0.62,6.9,150,93,1,3,2339.91,Group,3,33.39,Direct,Website,1,Breakfast,Sat,59,152.76
2024-02-21,325,207.59,0.74,153.62,124,92,1,4,3494.76,Leisure,11,2283.49,Agent,Website,3,None,Tue,13,106.72
2024-02-22,267,120.54,0.74,89.2,149,110,0,4,1394.62,Leisure,8,964.32,Agent,Agent,4,None,Tue,16,118.1
2024-02-23,478,127.58,0.73,93.13,79,58,2,2,1363.3,Business,6,765.48,Direct,Phone,3,Breakfast,Thu,27,153.35
2024-02-24,389,156.58,0.9,140.92,91,82,1,1,2031.18,Group,13,2035.54,Online,Agent,4,Breakfast,Sat,14,189.26
2024-02-25,199,79.72,0.74,58.99,147,109,0,3,2837.48,Business,13,1036.36,Agent,Website,2,None,Sun,7,141.98
2024-02-26,317,132.51,0.88,116.61,85,75,9,2,3724.37,Leisure,1,132.51,Agent,Website,1,Half-board,Sat,19,5.63
2024-02-27,406,251.17,0.58,145.68,134,78,6,4,3500.62,Group,10,2511.7,Online,Website,1,Breakfast,Thu,38,71.4
2024-02-28,444,175.27,0.77,134.96,83,64,5,2,4196.05,Group,1,175.27,Online,Agent,4,Half-board,Fri,51,154.72
2024-02-29,310,167.96,0.91,152.84,181,165,6,0,2418.79,Group,4,671.84,Online,Agent,4,Breakfast,Thu,51,6.67
2024-03-01,376,70.88,0.59,41.82,145,86,9,3,4606.38,Group,6,425.28,Online,Phone,3,Breakfast,Sun,57,175.99
2024-03-02,322,262.18,0.73,191.39,150,110,6,2,991.25,Business,12,3146.16,Direct,Phone,1,Breakfast,Wed,5,134.51
2024-03-03,256,78.86,0.8,63.09,138,110,5,1,1342.41,Group,11,867.46,Online,Phone,4,Half-board,Sat,25,47.43
2024-03-04,172,246.12,0.59,145.21,75,44,8,4,3576.73,Group,14,3445.68,Online,Website,3,Half-board,Thu,22,87.28
2024-03-05,374,44.25,0.88,38.94,139,122,1,0,1641.98,Business,4,177.0,Agent,Phone,3,Breakfast,Sun,4,5.81
2024-03-06,139,220.27,0.54,118.95,87,47,7,1,1240.66,Leisure,6,1321.62,Direct,Agent,0,Half-board,Sun,30,14.1
2024-03-07,334,230.9,0.97,223.97,177,172,6,4,4489.22,Leisure,7,1616.3,Online,Website,0,Half-board,Mon,31,110.05
2024-03-08,223,108.78,0.73,79.41,127,93,3,0,807.8,Group,11,1196.58,Agent,Phone,2,Half-board,Mon,24,45.39
2024-03-09,384,171.13,0.67,114.66,146,98,6,4,4961.62,Leisure,6,1026.78,Agent,Agent,1,None,Sat,6,35.79
2024-03-10,252,177.37,0.56,99.33,156,87,4,3,4381.65,Business,13,2305.81,Direct,Website,4,Half-board,Sun,4,189.28
2024-03-11,246,109.31,0.72,78.7,55,40,6,2,4407.16,Group,6,655.86,Direct,Website,1,None,Sat,1,130.59
2024-03-12,295,77.54,0.83,64.36,71,59,6,4,3329.21,Group,6,465.24,Direct,Website,3,None,Sun,9,8.66
2024-03-13,272,84.11,0.55,46.26,191,105,7,0,1511.85,Leisure,2,168.22,Online,Website,4,None,Thu,44,59.25
2024-03-14,311,177.05,0.65,115.08,77,50,0,3,4091.41,Business,7,1239.35,Direct,Website,0,None,Sat,16,36.59
2024-03-15,401,145.74,0.92,134.08,84,77,3,2,742.1,Business,13,1894.62,Online,Agent,4,None,Fri,4,191.64
2024-03-16,410,121.78,0.82,99.86,178,146,2,3,3119.52,Business,5,608.9,Agent,Phone,0,Half-board,Mon,4,61.25
2024-03-17,100,198.34,0.6,119.0,105,63,3,1,2476.22,Business,8,1586.72,Direct,Phone,3,Half-board,Sat,0,121.74
2024-03-18,238,175.4,0.58,101.73,94,55,7,1,3876.83,Group,13,2280.2,Online,Phone,2,Breakfast,Wed,22,103.96
2024-03-19,295,112.23,0.95,106.62,161,153,3,2,606.96,Group,11,1234.53,Agent,Phone,0,Breakfast,Tue,12,181.42
2024-03-20,490,89.94,0.64,57.56,101,65,3,1,2240.53,Group,11,989.34,Agent,Agent,0,Breakfast,Sat,18,1.0
2024-03-21,319,176.16,0.59,103.93,109,64,3,2,2646.92,Business,2,352.32,Online,Agent,2,Half-board,Thu,35,65.2
2024-03-22,455,123.12,1.0,123.12,67,67,7,1,1185.62,Business,13,1600.56,Agent,Agent,2,Half-board,Sat,14,34.88
2024-03-23,262,154.96,0.65,100.72,146,95,3,1,2366.24,Business,2,309.92,Direct,Agent,4,Half-board,Mon,45,156.35
2024-03-24,150,228.81,0.56,128.13,61,34,8,1,4597.15,Business,6,1372.86,Direct,Agent,3,Half-board,Tue,45,77.81
2024-03-25,342,175.12,0.73,127.84,83,61,6,2,2608.85,Leisure,3,525.36,Agent,Agent,1,None,Wed,21,167.4
2024-03-26,458,106.89,0.72,76.96,101,73,6,4,1632.99,Leisure,7,748.23,Online,Phone,0,Breakfast,Fri,38,105.63
